대피시설명,지번주소,도로명주소,대피시설 인원수,경도,위도
현대리버빌아파트,서울특별시 마포구 망원동 460번지 15호,서울특별시 마포구 동교로1길 48 (망원동 현대리버빌),760,126.900809,37.553152
해오름아파트,서울특별시 마포구 망원동 382번지 3호,서울특별시 마포구 월드컵로17길 67 (망원동 해오름 아파트),640,126.907616,37.554372
공영주차장(망원1동주민센터 앞 지하주차장),서울특별시 마포구 망원동 403번지 2호,서울특별시 마포구 포은로6길 10 (망원동 망원1동주민센터),6168,126.905591,37.555589
망원1동주민센터,서울특별시 마포구 망원동 403번지 2호,서울특별시 마포구 포은로6길 10 (망원동 망원1동주민센터),596,126.905591,37.555589
한강1차대주피오레,서울특별시 마포구 망원동 500번지,서울특별시 마포구 동교로3길 67 (망원동 한강1차대주파크빌),2700,126.900428,37.553487
한강2차대주피오레,서울특별시 마포구 망원동 499번지,서울특별시 마포구 동교로3길 115 (망원동 한강2차대주파크빌),4364,126.898357,37.555003
마포구청,서울특별시 마포구 성산동 370번지,서울특별시 마포구 월드컵로 212 (성산동 마포구청),22063,126.901615,37.566311
이안상암2차,서울특별시 마포구 성산동 592번지 6호,서울특별시 마포구 월드컵로 190 (성산동 이안상암Ⅱ),2016,126.903289,37.564179
삼라마이다스,서울특별시 마포구 성산동 590번지 2호,서울특별시 마포구 월드컵로36길 18 (성산동 삼라마이다스),2493,126.903408,37.566251
이안상암,서울특별시 마포구 성산동 591번지 1호,서울특별시 마포구 월드컵로 204 (성산동 이안상암),1647,126.902133,37.5654
월드타운대림@,서울특별시 마포구 성산동 601번지,서울특별시 마포구 월드컵북로30길 9-22 (성산동 성산월드타운대림아파트),20330,126.907905,37.569113
현대2차@,서울특별시 마포구 중동 40번지 12호,서울특별시 마포구 성암로 79 (중동 성산2차현대아파트),8939,126.908016,37.571009
건영@,서울특별시 마포구 중동 393번지,서울특별시 마포구 모래내로9길 30 (중동 건영 월드컵 아파트),5830,126.91132,37.568452
풍림@,서울특별시 마포구 성산동 600번지,서울특별시 마포구 성암로1길 12 (성산동 성사1차풍림아파트),4526,126.912403,37.568082
월드컵 I-PARK,서울특별시 마포구 성산동 667번지,서울특별시 마포구 모래내로9길 6 (성산동 월드컵아이파크),9566,126.914156,37.567132
e-편한세상@,서울특별시 마포구 성산동 604번지,서울특별시 마포구 월드컵북로 216 (성산동 성산2차 e편한세상),3883,126.905097,37.569875
계룡@,서울특별시 마포구 중동 391번지,서울특별시 마포구 월드컵북로38가길 20 (중동 중동계룡아파트),4115,126.906119,37.570737
참누리@,서울특별시 마포구 중동 398번지,서울특별시 마포구 월드컵북로38길 54 (중동 월드컵참누리아파트),20292,126.905928,37.571389
우진학교,서울특별시 마포구 중동 64번지 2호,서울특별시 마포구 월드컵북로38길 21 (중동 한국우진학교),5003,126.903841,37.571124
청구@,서울특별시 마포구 중동 390번지,서울특별시 마포구 성암로11길 60 (중동 마포중동청구아파트),1566,126.90175,37.574427
래미안용강아파트,서울특별시 마포구 용강동 380번지,서울특별시 마포구 큰우물로 28 (용강동),4816,126.941594,37.543878
태영아파트,서울특별시 마포구 대흥동 660번지,서울특별시 마포구 독막로 266 (대흥동),7318,126.94239,37.543867
마포자이아파트,서울특별시 마포구 염리동 521번지,서울특별시 마포구 독막로42길 2 (염리동 마포자이),1709,126.945853,37.543602
청계5가지하쇼핑센터,,서울특별시 중구 동호로 지하384,1071,127.002092,37.568965
염리세양청마루아파트,서울특별시 마포구 염리동 522번지,서울특별시 마포구 독막로42길 5 (염리동 세양청마루아파트),500,126.94651,37.543062
정우빌딩,서울특별시 마포구 도화동 536번지,서울특별시 마포구 토정로37길 46 (도화동 정우빌딩),300,126.947374,37.542558
마포트라팰리스,서울특별시 마포구 도화동 559번지,서울특별시 마포구 마포대로 53 (도화동),1341,126.947054,37.541433
마포한화오벨리스크,서울특별시 마포구 도화동 555번지,서울특별시 마포구 마포대로 33 (도화동),2779,126.945448,37.539984
대림2차아파트,서울특별시 마포구 용강동 501번지,서울특별시 마포구 토정로32길 6 (용강동 마포대림2차e-편한세상),2914,126.940763,37.540926
도화동주민센터,서울특별시 마포구 도화동 557번지,서울특별시 마포구 도화길 37 (도화동 도화공영주차장및주민센터),2798,126.949874,37.541532
마포중동현대아파트,서울특별시 마포구 중동 392번지,서울특별시 마포구 성암로 91 (중동 현대아파트),8939,126.906617,37.571318
월드컵9단지,서울특별시 마포구 상암동 1752번지,서울특별시 마포구 월드컵북로 501 (상암동 상암월드컵파크9단지),26853,126.878173,37.584799
월드컵12단지,서울특별시 마포구 상암동 1743번지,서울특별시 마포구 월드컵북로 502-7 (상암동 상암월드컵파크12단지),1500,126.880715,37.586831
학동역,서울특별시 강남구 논현동 279-67,서울특별시 강남구 학동로 지하 180 (논현동 학동역),11264,127.031463,37.514205
언주역,서울특별시 강남구 논현동 279-165,서울특별시 강남구 봉은사로 지하 201 (논현동 언주역),14023,127.034283,37.507447
압구정역,서울특별시 강남구 신사동 668,서울특별시 강남구 압구정로 지하 172 (신사동 압구정역),10364,127.028482,37.526431
갤러리아백화점 서관,서울특별시 강남구 압구정동 494,서울특별시 강남구 압구정로 343 (압구정동 갤러리아백화점),1872,127.040054,37.528475
갤러리아백화점 동관,서울특별시 강남구 압구정동 515,서울특별시 강남구 압구정로 407 (압구정동 갤러리아백화점),2368,127.041832,37.527919
기아자동차,서울특별시 강남구 압구정동 518,서울특별시 강남구 압구정로 417 (압구정동 기아빌딩),10461,127.042886,37.527558
배강빌딩,서울특별시 강남구 신사동 666-11,서울특별시 강남구 선릉로 801 (신사동),11672,127.038801,37.523523
호림아트센터 2빌딩,서울특별시 강남구 신사동 651-16,서울특별시 강남구 도산대로45길 6 (신사동 호림아트센터 2빌딩),7936,127.036458,37.522875
압구정하이츠파크,서울특별시 강남구 신사동 632,서울특별시 강남구 압구정로42길 78 (신사동 압구정하이츠파크),9616,127.033632,37.524087
금광아크존,서울특별시 강남구 신사동 635-14,서울특별시 강남구 압구정로42길 36 (신사동 금광아크존1),2299,127.034532,37.52657
태성빌딩,서울특별시 강남구 청담동 91-8,,581,127.042789,37.523972
현대아파트 201동,서울특별시 강남구 청담동 23,,1004,127.041358,37.521839
인성빌딩,서울특별시 강남구 청담동 88-37,,696,127.041029,37.524373
M빌딩,서울특별시 강남구 청담동 97,,1452,127.044789,37.524336
금하빌딩,서울특별시 강남구 청담동 41-2,,17216,127.041672,37.51764
청담1문화센터,서울특별시 강남구 청담동 124-1,,320,127.049292,37.525091
화천회관,서울특별시 강남구 청담동 133-3,,4184,127.057578,37.520481
호텔리베라,서울특별시 강남구 청담동 53-7,,2880,127.054241,37.523827
프리마호텔,서울특별시 강남구 청담동 52-3,,4028,127.052283,37.524332
청담평생학습관,서울특별시 강남구 청담동 35-10,,4908,127.046442,37.519098
우리들병원,서울특별시 강남구 청담동 47-4,,14364,127.049609,37.519093
언북초등학교 공영주차장,서울특별시 강남구 청담동 27,,4074,127.044714,37.520126
삼성역,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 지하 538 (삼성동 삼성역),7815,127.063075,37.508862
한국도심공항터미널,서울특별시 강남구 삼성동 159-6,서울특별시 강남구 테헤란로87길 22 (삼성동 한국도심공항터미널),25600,127.059443,37.509632
COEX,서울특별시 강남구 삼성동 159,서울특별시 강남구 영동대로 513 (삼성동 코엑스),33676,127.05916,37.511823
호텔인터컨티넨탈,서울특별시 강남구 삼성동 159-8,서울특별시 강남구 테헤란로 521 (삼성동 그랜드인터콘티넨탈호텔),35000,127.060809,37.509192
현대백화점,서울특별시 강남구 삼성동 159-7,서울특별시 강남구 테헤란로 517 (삼성동 현대백화점),27600,127.059763,37.508615
삼성1동주민센터,서울특별시 강남구 삼성동 161-2,서울특별시 강남구 봉은사로 616 (삼성동 삼성1동 주민센터),4001,127.062609,37.514355
봉은사역,서울특별시 강남구 삼성동 172,서울특별시 강남구 봉은사로 지하 601 (삼성동 봉은사역),11928,127.06089,37.51436
강남구립국제교육원,서울특별시 강남구 삼성동 8,서울특별시 강남구 선릉로 668 (삼성동 강남구보건소강남구립국제교육원),984,127.042315,37.51632
강남구청,서울특별시 강남구 삼성동 16-1,서울특별시 강남구 학동로 426 (삼성동 강남구청),1724,127.047061,37.517966
선릉역,서울특별시 강남구 삼성동 172-66,서울특별시 강남구 테헤란로 지하 340 (삼성동 선릉역),7236,127.048944,37.504501
라마다서울호텔,서울특별시 강남구 삼성동 112-5,서울특별시 강남구 봉은사로 410 (삼성동 라마다서울호텔),12404,127.045278,37.510348
성담빌딩,서울특별시 강남구 삼성동 142-35,서울특별시 강남구 테헤란로 411 (삼성동 성담빌딩),5628,127.050862,37.505495
삼성2문화센터,서울특별시 강남구 삼성동 38-34,서울특별시 강남구 봉은사로 419 (삼성동 삼성2동주민센터),644,127.045976,37.511206
중앙하이츠빌리지,서울특별시 강남구 삼성동 14-1,서울특별시 강남구 학동로68길 30 (삼성동 삼성동중앙하이츠빌리지),1512,127.046508,37.516579
래미안삼성2차아파트,서울특별시 강남구 삼성동 7-3,서울특별시 강남구 선릉로130길 20 (삼성동 래미안삼성2차아파트),1368,127.043345,37.515665
한솔아파트,서울특별시 강남구 삼성동 4-6,서울특별시 강남구 학동로64길 7 (삼성동 한솔아파트),1325,127.045541,37.517538
강남구청역,서울특별시 강남구 삼성동 111-44,서울특별시 강남구 학동로 지하 346 (삼성동 강남구청역),12548,127.041301,37.51719
삼성중앙역,서울특별시 강남구 삼성동 111-147,서울특별시 강남구 봉은사로 지하 501 (삼성동 삼성중앙역),7292,127.052704,37.512882
선정릉역,서울특별시 강남구 삼성동 111-114,서울특별시 강남구 선릉로 지하 580 (삼성동 선정릉역),11142,127.043641,37.510853
동하빌딩,서울특별시 강남구 대치동 629,서울특별시 강남구 남부순환로 2913 (대치동 동하빌딩),3048,127.05853,37.492751
강원빌딩,서울특별시 강남구 대치동 1024-4,서울특별시 강남구 도곡로 418 (대치동 강원빌딩),2084,127.056249,37.496958
대치역,서울특별시 강남구 대치동 317-3,서울특별시 강남구 남부순환로 지하 2952 (대치동 대치역),9864,127.06343,37.494561
대치1문화센터,서울특별시 강남구 대치동 646-2,서울특별시 강남구 남부순환로391길 19 (대치동 대치1문화센터),1828,127.056775,37.493246
한티역,서울특별시 강남구 대치동 1011-28,서울특별시 강남구 선릉로 지하 228 (대치동 한티역),15824,127.052883,37.496242
메디다스벤쳐타운,서울특별시 강남구 대치동 994-3,서울특별시 강남구 영동대로 229 (대치동 메디다스벤처타운),1600,127.067419,37.499536
대치역,서울특별시 강남구 대치동 317-3,서울특별시 강남구 남부순환로 지하 2952 (대치동 대치역),6268,127.06343,37.494561
강남구민회관,서울특별시 강남구 대치동 509-2,서울특별시 강남구 삼성로 154 (대치동 강남구의회 강남구민회관),6568,127.06427,37.493887
