좌표정보(x),좌표정보(y),비상시설위치,시설명건물명
,,대구광역시 수성구 범어동  189번지  1   호,기업은행
,,대구광역시 수성구 범어동  559번지  10  호,보은빌딩
,,대구광역시 수성구 범어동  561번지  1   호,서울빌딩지하2
,,대구광역시 수성구 범어동  559번지  5   호,짐매니아 휘트니스
,,대구광역시 수성구 범어동  371번지  0   호,궁전맨션
,,대구광역시 수성구 수성동1가  630번지  7   호,인터시티
,,대구광역시 수성구 수성동1가  275번지  10  호,학다방
,,대구광역시 수성구 수성동1가  419번지  5   호,대림 빌딩
,,대구광역시 수성구 수성동1가  524번지  11  호,아테네 레스토랑
,,대구광역시 수성구 수성동1가  525번지  4   호,이미지 레스토랑
,,대구광역시 수성구 범어동  620번지,우방1차아파트
,,대구광역시 수성구 범어동  789번지,동도초등학교
,,대구광역시 수성구 범어동  563번지  1   호,그랜드호텔지하
,,대구광역시 수성구 범어동  882번지  15  호,범어1동사무소
347862.0174,261892.1067,대구광역시 수성구 황금동,대구박물관
,,대구광역시 수성구 만촌동  산98번지  1   호,파크호텔
,,대구광역시 수성구 만촌동  413-6,C&우방
,,대구광역시 수성구 만촌동  1329-11,국민은행
,,대구광역시 수성구 만촌동  1329-17,리베라 모텔
,,대구광역시 수성구 만촌동  1329-18,리즈메디 산부인과
,,대구광역시 수성구 만촌동  1330-5,부부치과
,,대구광역시 수성구 만촌동  1331-3,스와니 모텔
,,대구광역시 수성구 만촌동  1331-5,동우빌딩 지하
,,대구광역시 수성구 만촌동  1331-18,신협대구경북중앙회
,,대구광역시 수성구 범어동  154번지,범어초등학교
,,대구광역시 수성구 범어동  455번지,대구지방법원
,,대구광역시 수성구 범어동  455번지,대구지방검찰청
,,대구광역시 수성구 범어동  223번지  2   호,제니스빌딩(컨버스)
,,대구광역시 수성구 범어동  221번지  6   호,송원빌딩
,,대구광역시 수성구 범어동  178번지  2   호,유한양행
,,대구광역시 수성구 범어동  177번지  17  호,뉴영남호텔
,,대구광역시 수성구 범어동  177번지  11  호,신아빌딩(대구일보)
,,대구광역시 수성구 범어동  174번지  1   호,성광빌딩
,,대구광역시 수성구 범어동  47번지  2   호,건설협회
,,대구광역시 수성구 만촌동  426-3,창신교회
,,대구광역시 수성구 만촌동  1331-13,GS칼텍스(흥구만촌주유소)
,,대구광역시 수성구 만촌동  1331-8,모두모아
,,대구광역시 수성구 범어동  45번지  5   호,킹덤오피스텔
,,대구광역시 수성구 범어동  45번지  4   호,범어타워
,,대구광역시 수성구 만촌동  639-14,귀빈각
,,대구광역시 수성구 만촌동  414-3,영 종합건축
,,대구광역시 수성구 만촌동  1329-10,호미다방
,,대구광역시 수성구 범어동  50번지  2   호,목화아파트
,,대구광역시 수성구 범어동  128번지  8   호,범어신협
,,대구광역시 수성구 범어동  128번지  6   호,호산빌딩
,,대구광역시 수성구 범어동  170번지  1   호,동대구농협
,,대구광역시 수성구 범어동  177번지  1   호,KT 수성지사
,,대구광역시 수성구 범어동 223번지 5호,동일빌딩(대구은행만촌점)
,,대구광역시 수성구 만촌동  1039번지  9   호,선화빌딩
,,대구광역시 수성구 범어동  431번지  22  호,문화광고
,,대구광역시 수성구 범어동  165번지  4   호,청구
,,대구광역시 수성구 범어동  177번지  4   호,교원공제회관
,,대구광역시 수성구 만촌동  1039번지  1   호,성화레스토랑
,,대구광역시 수성구 만촌동  444-4,효목제일교회
,,대구광역시 수성구 만촌동  1039번지  10  호,창연빌딩
,,대구광역시 수성구 만촌동  1039번지  11  호,세윤산부인과 지하층
,,대구광역시 수성구 만촌동  1040번지  7   호,엘비스레스토랑
,,대구광역시 수성구 만촌동 856번지 4호,동신교회
,,대구광역시 수성구 만촌동  877번지  24  호,자비정사
,,대구광역시 수성구 만촌동  878번지  16  호,신아나고명가
,,대구광역시 수성구 만촌동 860번지,우방금탑
,,대구광역시 수성구 만촌동  878번지  19  호,대아목욕탕
,,대구광역시 수성구 만촌동  872번지  3   호,OK안경점
,,대구광역시 수성구 만촌동  854번지  2   호,1001안경점
,,대구광역시 수성구 만촌동  854번지  3   호,성림빌딩 지하층
348959.1571,262953.9127,대구광역시 수성구 만촌동 395번지,수성대학교(성요셉관 지하)
,,대구광역시 수성구 중동  575번지  9   호,한윤동치과 기타건물지하층
346046.0103,258186.7886,대구광역시 수성구 파동 197번지 1호,태왕리더스아파트 지하주차장(전동 지하)
346774.0289,263507.719,대구광역시 수성구 범어동 43번지 5호,범어화성파크리젠시 지하주차장
,,대구광역시 수성구 범어동 333번지,가든3차아파트
,,대구광역시 수성구 범어동 320번지,경남타운
,,대구광역시 수성구 범어동 314번지 2호,을지맨션
,,대구광역시 수성구 범어동 330번지,장원맨션
,,대구광역시 수성구 범어동  303번지,명문빌라
,,대구광역시 수성구 범어동  277번지,대공원 아파트
,,대구광역시 수성구 범어동  197번지  2   호,동신빌딩
,,대구광역시 수성구 범어동  212번지  10  호,남부빌딩
,,대구광역시 수성구 범어동  217번지  3   호,뉴골드 여관
,,대구광역시 수성구 범어동  217번지  7   호,패션익스체인지
,,대구광역시 수성구 범어동  332번지,선스포츠프라자
,,대구광역시 수성구 범어동  212번지  1   호,대아빌딩
,,대구광역시 수성구 황금동  93번지  5 호,황금1동사무소
,,대구광역시 수성구 황금동  227번지  1   호,대구은행황금동지점
,,대구광역시 수성구 중동  179번지,대동은행 지하주차장
,,대구광역시 수성구 황금동  산98번지  1   호,경북고등학교
,,대구광역시 수성구 황금동  133번지,김대건성당
,,대구광역시 수성구 중동  316번지  5호,신망애원 기타건물지하층
,,대구광역시 수성구 중동  532번지  10  호,새한빌라1동 연립.아파트지하층
,,대구광역시 수성구 중동  532번지  10  호,새한빌라2동 연립.아파트지하층
,,대구광역시 수성구 지산동 761번지 8호,녹원맨션상가 지하상가
,,대구광역시 수성구 중동  336번지  2   호,화신아파트 연립.아파트지하층
,,대구광역시 수성구 중동  269번지  3   호,수옥빌딩 지하주차장
,,대구광역시 수성구 중동  266번지  5   호,현대병원 기타건물지하층
,,대구광역시 수성구 황금동  산478번지    호,노인복지회관
,,대구광역시 수성구 황금동  산113번지    호,경남타운
348307.6257,261069.149,대구광역시 수성구 황금동 282번지,신천지타운 지하주차장(전동 지하)
,,대구광역시 수성구 황금동  산254번지  1   호,신천지하이츠
,,대구광역시 수성구 황금동  산100번지,가든2차하이츠
,,대구광역시 수성구 황금동  100번지,황금3주공아파트
,,대구광역시 수성구 중동  266번지  5   호,현대병원신관 기타건물지하층
,,대구광역시 수성구 중동  359번지  3   호,영암빌딩 기타건물지하층
,,대구광역시 수성구 황금동  산139번지     호,청소년수련관
347202.2479,259665.9237,대구광역시 수성구 지산동 1160번지 74호,동아스포츠센타 기타건물지하층
,,대구광역시 수성구 중동  29번지  4   호,용문각독서실 기타건물지하층
,,대구광역시 수성구 중동  46번지  9   호,대구은행중동지점 기타건물지하층
,,대구광역시 수성구 중동  70번지  2   호,해동주유소 기타건물지하층
,,대구광역시 수성구 중동  73번지  3   호,동명골프 기타건물지하층
,,대구광역시 수성구 중동  321번지  1   호,축협경북도지회 기타건물지하층
,,대구광역시 수성구 중동  75번지  2   호,유혹레스토랑 기타건물지하층
,,대구광역시 수성구 중동  80번지  13  호,미다미 기타건물지하층
,,대구광역시 수성구 중동  192번지  2   호,제주초밥 기타건물지하층
,,대구광역시 수성구 중동  359번지  12  호,금자탑회관 기타건물지하층
,,대구광역시 수성구 파동  47번지  7   호,수 미용실 기타건물지하층
332127.7204,249290.729,대구광역시 달성군 논공읍 본리리 29번지 14호,평화오일씰(주)
331014.8724,247977.7669,대구광역시 달성군 논공읍 남리 635번지,논공주공아파트(전동지하)
332563.9499,263784.9746,대구광역시 달성군 다사읍 5번지 5호,다사고등학교
328394.2505,253936.0729,대구광역시 달성군 논공읍 1998번지,논공읍사무소
331196.5896,248795.8473,대구광역시 달성군 논공읍 1번지 104호,종합사회복지관
,,대구광역시 수성구 중동  411번지  1   호,광명맨션A동 연립.아파트지하층
,,대구광역시 수성구 중동  411번지  1   호,광명맨션B동 연립.아파트지하층
,,대구광역시 수성구 중동  424번지  2   호,상업은행중동지점 기타건물지하층
,,대구광역시 수성구 중동  582번지  3   호,수인당한약방
,,대구광역시 수성구 중동  584번지  2   호,삼악가구 기타건물지하층
,,대구광역시 수성구 중동  551번지  1   호,서울중동1동 연립.아파트지하층
,,대구광역시 수성구 중동  551번지  1   호,서울중동2동 연립.아파트지하층
,,대구광역시 수성구 중동  105번지  2   호,효성병원 기타건물지하층
,,대구광역시 수성구 중동  551번지  1   호,서울중동3동 연립.아파트지하층
,,대구광역시 수성구 지산동  1234번지,지산1단지아파트 지하상가
,,대구광역시 수성구 지산동  1199번지  1   호,삼성탕맨션 지하주차장
,,대구광역시 수성구 중동  551번지  1   호,서울중동3동 연립.아파트지하층
,,대구광역시 수성구 중동  551번지  1   호,서울중동4동 연립.아파트지하층
,,대구광역시 수성구 중동  551번지  1   호,서울중동5동 연립.아파트지하층
,,대구광역시 수성구 지산동 1249번지 1호,지산2동주민센터 기타건물자하층
,,대구광역시 수성구 중동  97번지  1   호,동원장여관 기타건물지하층
,,대구광역시 수성구 중동  103번지  2   호,흑진주회관 기타건물지하층
,,대구광역시 수성구 상동  69번지  12  호,장낙궁음식점 기타건물지하층
,,대구광역시 수성구 중동  188번지  1   호,조현빌딩 기타건물지하층
,,대구광역시 수성구 중동  44번지  6   호,중동사무소 기타건물지하층
,,대구광역시 수성구 파동  152번지  20  호,파동사무소 독립대피호
,,대구광역시 수성구 중동  6번지  2   호,하동빌딩 기타건물지하층
,,대구광역시 수성구 파동  477번지,가창수원지 독립대피호
,,대구광역시 수성구 중동  8번지  1   호,남대구전신전화 기타건물지하층
,,대구광역시 수성구 파동  13번지  5   호,애활원 기타건물지하층
,,대구광역시 수성구 상동  100번지  5   호,황실다방 기타건물지하층
,,대구광역시 수성구 상동  105번지  2   호,상동기원 기타건물지하층
,,대구광역시 수성구 파동  13번지,애망원 기타건물지하층
,,대구광역시 수성구 상동  141번지,새중동APT 연립.아파트지하층
,,대구광역시 수성구 파동  616번지  2   호,마음정화교육원 기타건물지하층
,,대구광역시 수성구 상동  165번지,제한한방병원 기타건물지하층
,,대구광역시 수성구 상동  178번지  1   호,청구중동APT 연립.아파트지하층
,,대구광역시 수성구 파동  616번지  1   호,참 좋은 교회 기타건물지하층
,,대구광역시 수성구 상동  207번지  4   호,유성신협 기타건물지하층
,,대구광역시 수성구 파동  31번지  1   호,광명아파트 연립.아파트지하층
,,대구광역시 수성구 상동  247번지,상동청구타운 연립.아파트지하층
,,대구광역시 수성구 파동  70번지  3   호,수성맨션 연립.아파트지하층
,,대구광역시 수성구 상동  257번지,상동교회 기타건물지하층
,,대구광역시 수성구 상동  291번지,공영빌리지 연립.아파트지하층
,,대구광역시 수성구 파동  31번지  2   호,덕원봉제 기타건물지하층
,,대구광역시 수성구 상동  368번지  4   호,유진빌딩 기타건물지하층
,,대구광역시 수성구 파동  581번지  48  호,대구산림조합 지하주차장
,,대구광역시 수성구 상동  523번지,상동 천주교회 기타건물지하층
,,대구광역시 수성구 상동  3번지  8   호,동양씽크 기타건물지하층
,,대구광역시 수성구 파동  651번지,전지만 한의원 기타건물지하층
,,대구광역시 수성구 상동  4번지  1   호,바로크가구 기타건물지하층
,,대구광역시 수성구 상동  66번지  7   호,조지언가구 기타건물지하층
,,대구광역시 수성구 파동  662번지,안계재활용매장 기타건물지하층
,,대구광역시 수성구 파동  27번지  60  호,빅마트 기타건물지하층
,,대구광역시 수성구 상동  68번지  20  호,롯데캐논 기타건물지하층
,,대구광역시 수성구 상동  100번지  2   호,강나루숯불 기타건물지하층
,,대구광역시 수성구 상동  105번지  4   호,수성탕건물 기타건물지하층
,,대구광역시 수성구 파동  27번지  42  호,명성디자인 기타건물지하층
,,대구광역시 수성구 파동  27번지  48  호,김밥파는 사람들 기타건물지하층
,,대구광역시 수성구 파동  27번지  224 호,귀빈혼수방 기타건물지하층
,,대구광역시 수성구 상동  123번지  1   호,수성체육관 기타건물지하층
,,대구광역시 수성구 파동  27번지  52  호,성남다방 기타건물지하층
,,대구광역시 수성구 상동  261번지  7   호,대자연속셈 기타건물지하층
,,대구광역시 수성구 상동  314번지  4   호,상동제일교회 기타건물지하층
,,대구광역시 수성구 파동  27번지  228 호,아나약국 기타건물지하층
,,대구광역시 수성구 상동  348번지  2   호,경수약품건물 기타건물지하층
,,대구광역시 수성구 파동  451번지  1   호,산수탕 기타건물지하층
,,대구광역시 수성구 상동  6번지  12  호,현대자동차 기타건물지하층
,,대구광역시 수성구 파동  581번지  28  호,송원맨션 연립.아파트지하층
335576.0671,257011.9612,대구광역시 달성군 화원읍 426번지 1호,화원읍사무소
335456.5981,257518.6911,대구광역시 달성군 화원읍 천내리 118번지,창신아파트(전동지하)
328357.5199,253581.5458,대구광역시 달성군 논공읍 2002번지,논공농협
,,대구광역시 수성구 파동  48번지  4   호,깔끔이도시락 기타건물지하층
,,대구광역시 수성구 상동  6번지  5   호,장병천위원 기타건물지하층
,,대구광역시 수성구 상동  64번지  5   호,꽃집건물 기타건물지하층
,,대구광역시 수성구 파동  116번지  7   호,산호아파트 연립.아파트지하층
,,대구광역시 수성구 상동  352번지  5   호,우석다방
,,대구광역시 수성구 파동  27번지  239 호,태양할인마트 기타건물지하층
,,대구광역시 수성구 상동  368번지  4   호,유진빌딩 기타건물지하층
,,대구광역시 수성구 파동  135번지  6   호,파동제일교회 기타건물지하층
,,대구광역시 수성구 상동  497번지  9   호,왕비삼계탕 기타건물지하층
,,대구광역시 수성구 파동  327번지  1   호,"가든빌라 연립,아파트지하층"
,,대구광역시 수성구 상동  497번지  11  호,대건스텐 기타건물지하층
,,대구광역시 수성구 파동  314번지,원앙빌라 연립.아파트지하층
,,대구광역시 수성구 상동  533번지  1   호,반야사 기타건물지하층
346586.8689,257857.0544,대구광역시 수성구 파동 296번지,청구하이츠 지하주차장(101~102동 지하)
,,대구광역시 수성구 상동  619번지  6   호,대아장여관 기타건물지하층
,,대구광역시 수성구 상동  639번지  2   호,상동가압장 기타건물지하층
,,대구광역시 수성구 파동  478번지  7   호,에뜨랑 베이비 기타건물지하층
,,대구광역시 수성구 상동  667번지  40  호,화성양로원 기타건물지하층
,,대구광역시 수성구 상동  61번지  1   호,춘천막국수 기타건물지하층
,,대구광역시 수성구 파동  496번지  11  호,마산찜 기타건물지하층
,,대구광역시 수성구 파동  581번지  17  호,일신교통 기타건물지하층
,,대구광역시 수성구 파동  530번지,세왕교통 기타건물지하층
,,대구광역시 수성구 파동  200번지  9   호,어쭈구리식당 기타건물지하층
,,대구광역시 수성구 파동  453번지  1   호,조은학원 기타건물지하층
,,대구광역시 수성구 파동  511번지  1   호,원플러스할인마트 기타건물지하층
,,대구광역시 수성구 파동  171번지  5   호,정호석미장원 기타건물지하층
,,대구광역시 수성구 지산동  1273번지,지산협화맨션
,,대구광역시 수성구 지산동  1272번지  3   호,지산현대맨션
,,대구광역시 수성구 지산동  1271번지   호,지산우방타운
,,대구광역시 수성구 지산동  1257번지  1   호,지산영남맨션
,,대구광역시 수성구 지산동  1257번지,지산화성맨션
,,대구광역시 수성구 지산동  1272번지  2   호,지산에덴맨션
,,대구광역시 수성구 지산동  1208번지,청구호반맨션
,,대구광역시 수성구 지산동  1234번지,지산시영1단지
,,대구광역시 수성구 지산동  1271번지  1   호,지산보성맨션
,,대구광역시 수성구 지산동  1234번지  1   호,지산시영2단지
,,대구광역시 수성구 지산동  1249번지  1   호,지산2동사무소
,,대구광역시 수성구 지산동  1160번지  74  호,동아스포츠센터
,,대구광역시 수성구 파동  160번지  10  호,성민창호건업 기타건물지하층
,,대구광역시 수성구 파동  169번지  12  호,대자연헬스 기타건물지하층
,,대구광역시 수성구 파동  169번지  12  호,1001안경점 기타건물지하층
,,대구광역시 수성구 파동  197번지  1   호,세림교통 기타건물지하층
346103.0613,258300.8908,대구광역시 수성구 파동 193번지 1호,남광타운 지하주차장
,,대구광역시 수성구 파동  240번지,2차대자연A 연립.아파트지하층
,,대구광역시 서구 비산동  1232번지  10호,동원돌솥집
,,대구광역시 서구 비산동  1233번지  5호,벧엘교회
,,대구광역시 서구 비산5동 1233번지 8호,용암사
,,대구광역시 서구 비산동  1012번지  1호,서민횟집지하
,,대구광역시 서구 비산동  1011번지,만평아파트
,,대구광역시 서구 비산동  1000번지  18호,한송이어린이집
,,대구광역시 서구 비산동  1002번지  9호,싱글벙글노래방
,,대구광역시 서구 비산동  1037번지  1호,플러스치킨지하
,,대구광역시 서구 내당동 61번지 13호,단독주택(최복호패션)
,,대구광역시 서구 내당동  61번지  25  호,해일설비
,,대구광역시 서구 내당동  61번지  29  호,단독주택
,,대구광역시 서구 내당동  61번지  12  호,제일사
,,대구광역시 서구 내당동  61번지  20  호,영진상회
,,대구광역시 서구 내당동  67번지  4   호,고려산업
,,대구광역시 서구 내당동 13번지 1호,밤고개시장
,,대구광역시 서구 내당동  67번지  15  호,단독주택
,,대구광역시 서구 내당동  66번지  1   호,카니발커피숍
,,대구광역시 서구 내당동  13번지  28  호,홍실다방
,,대구광역시 서구 내당동  66번지  15  호,레스호프
,,대구광역시 서구 내당동  67번지  5   호,동원다방
,,대구광역시 서구 내당동  69번지  1   호,다다스크린
,,대구광역시 서구 내당동  69번지  3   호,전원다방
,,대구광역시 서구 내당동  13번지  10  호,사계절레스토랑
,,대구광역시 서구 내당동  65번지  5   호,파라오나이트
,,대구광역시 서구 내당동  68번지  16  호,대광탕
,,대구광역시 수성구 중동  366번지  3   호,은행다방
,,대구광역시 수성구 중동  80번지  1   호,시나코바
,,대구광역시 수성구 중동  133번지  1   호,미다미식당
,,대구광역시 수성구 중동  177번지  1   호,대동노래방
,,대구광역시 수성구 만촌동  1356-7,메트로팔레스 2단지(지하주차장)
,,대구광역시 중구 삼덕동1가  5,동인관광호텔
,,대구광역시 중구 삼덕동1가  39,경북산부인과
,,대구광역시 중구 삼덕동2가 149번지 14호,삼성빌딩
,,대구광역시 중구 삼덕동2가  6,대구은행 삼덕2가출장소
,,대구광역시 중구 삼덕동2가  5,대백상호신용금고
,,대구광역시 중구 삼덕동2가  149,리오가구
,,대구광역시 중구 대봉동 152번지 7호,대봉2동주민센터
,,대구광역시 중구 대봉동  88번지  4호 (인쇄정보회관),인쇄정보회관
,,대구광역시 중구 대봉동  88번지  15호 (금문다방),금문다방
,,대구광역시 중구 대봉동  131번지  14호 (거북한약방),거북한약방
,,대구광역시 서구 내당동  63번지  22  호,박상윤
,,대구광역시 서구 내당동  64번지  10  호,화성다방
,,대구광역시 서구 내당동  63번지  1   호,보리밥뷔페
,,대구광역시 서구 내당동  13번지  39  호,부흥이용소
,,대구광역시 서구 내당동  22번지  8   호,이정구
,,대구광역시 서구 내당동  12번지  21  호,곽호순병원
,,대구광역시 서구 내당동  225번지  15  호,서도교회
,,대구광역시 서구 내당동  12번지  27  호,신명다방
,,대구광역시 서구 내당동  12번지  61  호,정말이
,,대구광역시 서구 내당동  12번지  28  호,모임노래방
,,대구광역시 서구 내당동  184번지  2   호,이재열
,,대구광역시 서구 내당동  70번지  3   호,이태기
339950.7855,265931.2303,대구광역시 서구 비산동 2037번지 33호,(주)신경일염직
,,대구광역시 서구 비산동  2010번지 29  호,제일섬유
,,대구광역시 서구 비산동  2010번지 28  호,아성염직
,,대구광역시 서구 비산동  1715번지 3   호,왕림다방
,,대구광역시 서구 비산동  1719번지 3   호,아성산업
,,대구광역시 서구 비산동  2037번지 31  호,세영염직
,,대구광역시 서구 비산동  1302번지 1   호,SK텔레콤
,,대구광역시 서구 비산동  919번지 19  호,김상기주택
,,대구광역시 서구 비산동  1250번지 8   호,만평목욕탕
,,대구광역시 서구 비산동  1305번지 1   호,동신빌딩
,,대구광역시 서구 평리동  1101번지 30  호 1  통 2  반,와이리싸노
,,대구광역시 서구 평리동  1101번지 06  호 1  통 3  반,미래상사
,,대구광역시 서구 평리동,호식이두마리치킨
,,대구광역시 서구 평리동,은하수어린이집
,,대구광역시 서구 평리동  1113번지 20  호 4  통 3  반,벽지장판
,,대구광역시 서구 평리동,한솔커피숍
,,대구광역시 서구 평리동  1185번지 187 호 6  통 4  반,태경섬유
,,대구광역시 서구 평리동  1130번지 141 호 8  통 3  반,이우인
,,대구광역시 서구 평리동  1137번지 62  호 8  통 6  반,납짝손만두
,,대구광역시 서구 내당동  209번지  2   호,하정근
,,대구광역시 서구 내당동  70번지  1   호,백조다방
,,대구광역시 서구 내당동  209번지  70  호,윤종식
,,대구광역시 서구 내당동  30번지  19  호,김원식
,,대구광역시 서구 내당동  31번지  1   호,박호봉
,,대구광역시 서구 내당동  195번지  17  호,박종길
,,대구광역시 서구 내당동  34번지  34  호,이상석
,,대구광역시 서구 내당동  243번지  1   호,인걸관주정
,,대구광역시 서구 내당동  243번지  4   호,솔로몬여관
,,대구광역시 서구 내당동  241번지  1   호,황제사우나
,,대구광역시 서구 내당동  244번지  1   호,이가네더덕밥
,,대구광역시 서구 내당동  241번지  2   호,코리아모텔
,,대구광역시 서구 내당동  242번지  2   호,박은호외과
,,대구광역시 서구 비산동 388번지 22호,최내과의원
,,대구광역시 서구 비산동 387번지 3호,순혜소아과의원
,,대구광역시 서구 비산동 349번지 3호,원일빌딩
,,대구광역시 서구 비산동 365번지 5호,대성빌라
,,대구광역시 서구 비산동 358번지 45호,동양빌라(창고)
,,대구광역시 서구 비산동 358번지 79호,동양빌라
,,대구광역시 서구 비산동 359번지 4호,상가
,,대구광역시 서구 비산동 462번지 7호,삼도빌딩
,,대구광역시 서구 비산동 451번지 14호,술먹는하마
,,대구광역시 서구 비산동 451번지 24호,연인다방
,,대구광역시 서구 비산동 451번지 2호,성인빌딩(신정금당)
,,대구광역시 서구 비산동 435번지 7호,비목노래연습장
,,대구광역시 서구 비산동 435번지 4호,cj만화
,,대구광역시 서구 평리동  427번지 19  호,일송식당지하
,,대구광역시 서구 비산동 443번지 2호,소원영외과의원
,,대구광역시 서구 비산동 444번지 6호,봉천탕
,,대구광역시 서구 비산동 467번지 9호,태성빌딩
,,대구광역시 서구 비산동 493번지 8호,승리교회
,,대구광역시 서구 비산동 496번지 7호,별장여관
,,대구광역시 서구 비산동 512번지 3호,명광연합의원
,,대구광역시 서구 비산동 469번지 1호,글나눔입시학원
,,대구광역시 서구 비산동 510번지 6호,해성빌라
,,대구광역시 서구 비산동 528번지 7호,영상노래궁전
,,대구광역시 서구 비산동 509번지 2호,금강산가요주점
,,대구광역시 서구 비산동  547번지  49  호,KTF북비산점
,,대구광역시 서구 비산동 553번지 9호,우성빌딩
,,대구광역시 수성구 두산동  120번지  3   호 10 통 1  반,명수장여관
,,대구광역시 수성구 만촌동  1038번지  13  호,무봉리토종순대국
,,대구광역시 수성구 두산동  118번지  18호,청원장여관
,,대구광역시 수성구 상동  6번지  2호,하동빌딩
,,대구광역시 수성구 상동  8번지  1호,KT 상동지점
,,대구광역시 수성구 황금동  817번지,(주)창신주택
,,대구광역시 수성구 황금동 608번지 1호,범성학원
,,대구광역시 수성구 황금동  754번지  1호,대동건설
,,대구광역시 수성구 황금동  757번지  3호,대한약사회관
,,북성로1가77-1,신동영빌딩
,,북성로2가19,금다방
,,북성로1가,세신빌딩
,,대구광역시 중구 서성로1가 109번지 1호,삼정사우나
,,대구광역시 중구 서문로1가 51번지,구.기남상사
,,대구광역시 중구 서성로1가  36번지  1   호,중앙교회교육관
,,대구광역시 중구 서내동 34번지,중앙교회
,,서성로1가103-5,서일빌딩
,,서성로1가106-1,의제빌딩
343408.6788,264556.652,대구광역시 중구 수동 18번지,곽병원
,,하서동1-1,한국장여관
,,하서동28,금호호텔
,,하서동29-1,동부화재빌딩
,,대구광역시 중구 서문로1가 11번지 1호,태진빌딩
,,서문로1가26-1,신한빌딩
,,동산동206,신명고교
,,대구광역시 중구 장관동 1번지,경신정보과학고등학교
,,포정동21,경상감영공원지하주차장
,,북성로1가9-2,대구역지하상가
,,대구광역시 중구 삼덕동2가 149번지 28호,삼덕교회
,,대구광역시 중구 삼덕동2가 273번지 1호,경일빌딩
,,대구광역시 중구 삼덕동3가  112,대경물산
,,대구광역시 중구 삼덕동3가 138번지 4호,영다방
,,대구광역시 중구 삼덕동2가 50번지,경대병원(5동)
,,대구광역시 중구 대봉동  157번지  1호 (하나님의 교회),하나님의 교회
,,대구광역시 중구 대봉동  157번지  4호 (푸른강수족관),푸른강수족관
,,대구광역시 중구 대봉동  730번지  26호 (중흥진열장),중흥진열장
,,대구광역시 중구 대봉동  722번지  3호 (J.디자인퍼니처),J.디자인퍼니처
,,대구광역시 중구 대봉동  744번지  21호 (한서빌딩),한서빌딩
,,대구광역시 중구 대봉동  734번지  5호 (삼익장 여관),삼익장여관
,,대구광역시 중구 남산동  2434,성림맨션 지하 주차장
,,대구광역시 서구 원대동3가 1316번지 2호,황진이노래방
,,대구광역시 서구 원대동1가 164번지,만성다방
,,대구광역시 서구 이현동  42번지 81  호,쌍용자동차(주)대구부품센터
,,대구광역시 서구 중리동  1053번지,삼화식품
,,대구광역시 서구 중리동  702번지 2   호,주택(강득출)
,,대구광역시 서구 중리동  45번지 10  호,주택(구자헌)
,,대구광역시 서구 평리동  1489번지 4   호,행운빌
,,대구광역시 서구 평리동 655번지 15호,대륜관합기도
,,대구광역시 서구 비산동  128번지 0   호,대일염공
,,대구광역시 서구 비산동  275번지 20  호,커텐집
,,대구광역시 서구 비산동  581번지 1   호,신정다방
,,대구광역시 서구 내당동 952번지 4호,청해유통
,,대구광역시 서구 비산동 452번지 8호,수복여관
,,대구광역시 서구 비산동 457번지,성산교회
,,대구광역시 서구 원대동3가 1374번지 16호,금성가든
,,대구광역시 서구 평리동 663번지 10호,예람요양원
,,대구광역시 서구 평리동 1087번지 33호,마산찜식당지하
,,대구광역시 서구 평리3동 1088번지 19호,노래방
,,대구광역시 서구 평리3동 1088번지 8호,건물지하
,,대구광역시 서구 평리3동 1088번지 37호,가내공업
,,대구광역시 서구 평리동 702번지 11호,민들레어린이집
,,대구광역시 서구 평리동 687번지 19호,가람미용실
,,대구광역시 서구 평리동 503번지 7호,다희빌딩 지하
,,대구광역시 서구 평리동 650번지 23호,재향군인회서구지회
,,대구광역시 서구 평리동 1067번지 8호,양희문교회
,,대구광역시 서구 평리동 1072번지 18호,혜광교회 주차장
,,대구광역시 서구 평리동 707번지 31호,평리경로당
,,대구광역시 서구 평리동 881번지,윤일성당
,,대구광역시 서구 평리동 1042번지 7호,평리한의원
,,대구광역시 서구 평리3동 1041번지 4호,홈마트창고
,,대구광역시 서구 내당동 895번지 8호,서대구농협(내당지소)
,,대구광역시 서구 내당2.3동 871번지 2호,대구은행(내당지점)
,,대구광역시 서구 내당동 914번지 4호,내당새마을금고분점
,,대구광역시 서구 원대동3가 1351번지 7호,경북정형외과
,,대구광역시 서구 원대동1가  132,탄타나가구
,,대구광역시 서구 원대동1가  140,지하다방(홍다방)
,,대구광역시 서구 원대동3가 990번지 12호,명성다방
,,대구광역시 서구 원대동3가 1115번지 5호,대림다방
,,대구광역시 서구 비산동 548번지 4호,화수빌딩
,,대구광역시 서구 비산동 527번지 4호,대구은행북비산지점
,,대구광역시 서구 비산동 474번지 15호,태풍회수산
,,대구광역시 서구 내당동  245번지  1호,동경노래방
,,대구광역시 서구 내당동  248번지  2호,백두산
,,대구광역시 서구 내당동  256번지  1호,김상호
,,대구광역시 서구 내당동  298번지  3호,뉴삼익온천탕
339846.0304,263397.3231,대구광역시 서구 내당동 308번지 11호 101동,삼익뉴타운 101동
339846.0304,263397.3231,대구광역시 서구 내당동 308번지 11호 102동,삼익뉴타운 102동
,,대구광역시 서구 평리동  574번지 1   호,(주)대상오일할인마트
,,대구광역시 서구 평리동 634번지 4호,동산교회
