"시설번호","대피시설명","지번주소","도로명주소","대피시설 구분","평시활용 유형","대피시설 면적","대피시설 인원수","개방여부","데이터기준일자","제공기관명","제공기관코드","경도","위도","X좌표","Y좌표"
"367","한국전력강서양천지사","서울특별시 양천구 신정동 319-1","서울특별시 양천구 목동서로 313 (신정동 한국전력강서지점)","공공용","기타","950","1151","Y","2021-05-20","서울특별시 양천구","3140000","126.868758","37.520086","188397.974522","546741.510016"
"368","출입국관리사무소","서울특별시 양천구 신정동 319-2","서울특별시 양천구 목동동로 151 (신정동 서울출입국관리사무소)","공공용","기타","984","1192","Y","2021-05-20","서울특별시 양천구","3140000","126.869624","37.519247","188474.401443","546648.285070"
"369","평광교회","서울특별시 양천구 목동 909-2","서울특별시 양천구 목동서로 13 (목동)","공공용","주차장","1272","1541","Y","2021-05-20","서울특별시 양천구","3140000","126.884365","37.538217","189780.100155","548752.016732"
"370","화성프라자","서울특별시 양천구 목동 909-5","서울특별시 양천구 목동동로 435 (목동)","공공용","주차장","489","592","Y","2021-05-20","서울특별시 양천구","3140000","126.884848","37.537386","189822.710303","548659.733438"
"371","신월프라자","서울특별시 양천구 신월동 128","서울특별시 양천구 곰달래로5길 17 (신월동 신월프라자)","공공용","주차장","7200","8727","Y","2021-05-20","서울특별시 양천구","3140000","126.833603","37.531110","185292.372648","547970.003944"
"372","신월1동주민센터","서울특별시 양천구 신월동 135-18","서울특별시 양천구 곰달래로1길 38 (신월동 신월1동주민센터)","공공용","주차장","263","318","Y","2021-05-20","서울특별시 양천구","3140000","126.831527","37.532803","185109.196234","548158.182982"
"373","보성아파트","서울특별시 양천구 신월동 465-5","서울특별시 양천구 오목로13길 33 (신월동 신월보성아파트)","공공용","주차장","1207","1463","Y","2021-05-20","서울특별시 양천구","3140000","126.844525","37.525881","186256.796114","547387.947513"
"374","우당아파트","서울특별시 양천구 신월동 506-1","서울특별시 양천구 오목로 90 (신월동)","공공용","주차장","3894","4720","Y","2021-05-20","서울특별시 양천구","3140000","126.847848","37.523044","186550.005708","547072.595399"
"375","신월4동주민센터","서울특별시 양천구 신월동 425-2","서울특별시 양천구 오목로5길 34 (신월동)","공공용","주차장","608","736","Y","2021-05-20","서울특별시 양천구","3140000","126.840078","37.524669","185863.474839","547254.089539"
"376","금용아파트","서울특별시 양천구 신월동 533-1","서울특별시 양천구 신월로17길 22 (신월동 금용아파트)","공공용","주차장","3758","4555","Y","2021-05-20","서울특별시 양천구","3140000","126.842411","37.520564","186068.940478","546798.137499"
"377","성은교회","서울특별시 양천구 신월동 64-2","서울특별시 양천구 화곡로 100 (신월동)","공공용","주차장","565","684","Y","2021-05-20","서울특별시 양천구","3140000","126.833176","37.539378","185256.258350","548887.668182"
"378","승원빌딩","서울특별시 양천구 신월동 992-3","서울특별시 양천구 지양로 22 (신월동 승원빌딩)","공공용","주차장","1124","1362","Y","2021-05-20","서울특별시 양천구","3140000","126.837444","37.518675","185629.489059","546589.229202"
"379","신월7동주민센터","서울특별시 양천구 신월동 962- 10","서울특별시 양천구 남부순환로70길 16-3 (신월동 신월7동주민센터)","공공용","주차장","165","200","Y","2021-05-20","서울특별시 양천구","3140000","126.834731","37.521892","185390.277585","546946.693986"
"380","신월시영아파트","서울특별시 양천구 신월동 987-1","서울특별시 양천구 신월로 99 (신월동 신월시영아파트)","공공용","주차장","10241","12413","Y","2021-05-20","서울특별시 양천구","3140000","126.835156","37.518456","185427.205757","546565.274844"
"381","현대프라자","서울특별시 양천구 신정동 1021-9","서울특별시 양천구 중앙로32길 61 (신정동)","공공용","주차장","2545","3084","Y","2021-05-20","서울특별시 양천구","3140000","126.860316","37.520083","187651.685859","546742.232796"
"382","신월3동주민센터","서울특별시 양천구 신월동 167- 5","서울특별시 양천구 남부순환로54길 5 (신월동)","공공용","주차장","200","242","Y","2021-05-20","서울특별시 양천구","3140000","126.829078","37.533630","184892.921415","548250.404821"
"383","오목교역","서울특별시 양천구 목동 406-30","서울특별시 양천구 오목로 지하 342 (목동 오목교역)","공공용","기타","12427","15063","Y","2021-05-20","서울특별시 양천구","3140000","126.875353","37.524451","188981.599903","547225.204329"
"384","목동역","서울특별시 양천구 목동 926-3","서울특별시 양천구 오목로 지하 245 (목동 목동역)","공공용","기타","7405","8975","Y","2021-05-20","서울특별시 양천구","3140000","126.864728","37.526178","188042.687497","547418.150829"
"385","방송회관","서울특별시 양천구 목동 923-5","서울특별시 양천구 목동동로 233 (목동 한국방송회관)","공공용","주차장","14778","17912","Y","2021-05-20","서울특별시 양천구","3140000","126.871381","37.526981","188630.898752","547506.405656"
"386","한국통신","서울특별시 양천구 목동 924","서울특별시 양천구 목동서로 201 (목동)","공공용","주차장","16129","19550","Y","2021-05-20","서울특별시 양천구","3140000","126.871104","37.529428","188606.785942","547778.069217"
"387","한국전파진흥협회","서울특별시 양천구 목동 124-1","서울특별시 양천구 목동중앙로13나길 3 (목동 한국전파진흥협회)","공공용","주차장","1113","1349","Y","2021-05-20","서울특별시 양천구","3140000","126.880614","37.546174","189449.741963","549635.612688"
"388","양천우체국","서울특별시 양천구 목동 905-16","서울특별시 양천구 목동서로 117 (목동 양천우체국)","공공용","주차장","4145","5024","Y","2021-05-20","서울특별시 양천구","3140000","126.876203","37.532864","189058.001361","548158.817472"
"389","양천도서관","서울특별시 양천구 목동 905","서울특별시 양천구 목동서로 113 (목동 양천도서관)","공공용","주차장","1024","1241","Y","2021-05-20","서울특별시 양천구","3140000","126.876229","37.533559","189060.401001","548236.004193"
"390","서울에너지공사","서울특별시 양천구 목동 900","서울특별시 양천구 목동서로 20 (목동)","공공용","기타","816","989","Y","2021-05-20","서울특별시 양천구","3140000","126.883763","37.540116","189727.191032","548962.848181"
"391","양정중고등학교","서울특별시 양천구 목동 911-2","서울특별시 양천구 안양천로 1039 (목동 양정중학교.양정고등학교)","공공용","주차장","1315","1593","Y","2021-05-20","서울특별시 양천구","3140000","126.887734","37.535392","190077.541326","548438.144212"
"392","이화여대부속목동병원","서울특별시 양천구 목동 911-1","서울특별시 양천구 안양천로 1071 (목동 이화여대목동병원)","공공용","기타","9705","11763","Y","2021-05-20","서울특별시 양천구","3140000","126.886746","37.536983","189990.404306","548614.803860"
"858","경향렉스빌아파트","서울특별시 동작구 상도동 445","서울특별시 동작구 양녕로23길 9","공공용","","10144","12295","Y","2021-05-31","서울특별시 동작구청","3190000","126.941731","37.495325","194847.198633","543986.804089"
"859","동광교회","서울특별시 동작구 상도동 190-8","서울특별시 동작구 성대로1길 26","공공용","","3233","3918","Y","2021-05-31","서울특별시 동작구청","3190000","126.934909","37.501851","194244.396997","544711.603988"
"860","도화 공영주차장","서울특별시 동작구 상도동 244-50","서울특별시 동작구 성대로17길 지하 52","공공용","","2138","2591","Y","2021-05-31","서울특별시 동작구청","3190000","126.935245","37.499808","194274.004241","544484.804684"
"861","삼익아파트","서울특별시 동작구 상도동 413","서울특별시 동작구 양녕로26나길 8","공공용","","1184","1435","Y","2021-05-31","서울특별시 동작구청","3190000","126.944561","37.497366","195097.600553","544213.203991"
"862","롯데캐슬비엔아파트","서울특별시 동작구 상도동 530-1","서울특별시 동작구 양녕로 170","공공용","","1184","1435","Y","2021-05-31","서울특별시 동작구청","3190000","126.943643","37.497001","195016.398915","544172.804099"
"863","우성1차아파트","서울특별시 동작구 신대방동 565","서울특별시 동작구 여의대방로 22","공공용","","6088","7379","Y","2021-05-31","서울특별시 동작구청","3190000","126.911642","37.491060","192185.998963","543515.604825"
"864","현대아파트","서울특별시 동작구 신대방동 707","서울특별시 동작구 여의대방로 28","공공용","","4899","5938","Y","2021-05-31","서울특별시 동작구청","3190000","126.911692","37.495273","192190.797527","543983.204262"
"865","사당삼익그린뷰아파트","서울특별시 동작구 사당동 1150","서울특별시 동작구 남부순환로255길 21","공공용","","6732","8160","Y","2021-05-31","서울특별시 동작구청","3190000","126.968892","37.477376","197248.396156","541993.604163"
"866","진흥아파트","서울특별시 동작구 사당동 1142","서울특별시 동작구 사당로16아길 43","공공용","","3743","4536","Y","2021-05-31","서울특별시 동작구청","3190000","126.969329","37.480562","197287.200292","542347.203802"
"867","사당휴먼시아아파트","서울특별시 동작구 사당동 1154","서울특별시 동작구 사당로16길 96","공공용","","13395","16236","Y","2021-05-31","서울특별시 동작구청","3190000","126.970139","37.479495","197358.797081","542228.804620"
"868","사당제5동주민센터","서울특별시 동작구 사당동 228-11","서울특별시 동작구 사당로2가길 219","공공용","","323","391","Y","2021-05-31","서울특별시 동작구청","3190000","126.966980","37.485661","197079.598178","542913.204264"
"869","사당자이아파트","서울특별시 동작구 사당동 1139","서울특별시 동작구 사당로2가길 102","공공용","","13777","16699","Y","2021-05-31","서울특별시 동작구청","3190000","126.963417","37.488373","196764.669999","543214.314285"
"870","남해오네뜨아파트","서울특별시 동작구 사당동 1143","서울특별시 동작구 사당로2가길 173","공공용","","4944","5992","Y","2021-05-31","서울특별시 동작구청","3190000","126.965527","37.487012","196951.199409","543063.204552"
"871","삼호그린아파트","서울특별시 동작구 사당동 1138","서울특별시 동작구 사당로2가길 188","공공용","","7647","9269","Y","2021-05-31","서울특별시 동작구청","3190000","126.965523","37.486443","196950.795970","543000.004372"
"872","장은해그린아파트","서울특별시 동작구 사당동 1145","서울특별시 동작구 사당로2길 40","공공용","","2983","3615","Y","2021-05-31","서울특별시 동작구청","3190000","126.963413","37.491917","196764.402968","543607.604556"
"873","상도역","서울특별시 동작구 상도1동 702-1","서울특별시 동작구 상도로 지하 272","공공용","","9240","11200","Y","2021-05-31","서울특별시 동작구청","3190000","126.947701","37.503209","195375.600095","544861.604604"
"874","숭실대학교한국기독교박물관","서울특별시 동작구 상도동 511","서울특별시 동작구 상도로 369","공공용","","5300","6424","Y","2021-05-31","서울특별시 동작구청","3190000","126.955160","37.496430","196034.796512","544108.804256"
"875","숭실대입구역","서울특별시 동작구 상도동 514","서울특별시 동작구 상도로 지하 378","공공용","","9355","11339","Y","2021-05-31","서울특별시 동작구청","3190000","126.954061","37.495813","195937.596595","544040.404335"
"876","힐스테이트 상도 센트럴파크","서울특별시 동작구 상도동 531","서울특별시 동작구 상도로 346-1","공공용","","44696","54176","Y","2021-05-31","서울특별시 동작구청","3190000","126.951667","37.496790","195725.989995","544148.954283"
"877","힐스테이트 상도 프레스티지","서울특별시 동작구 상도동 533","서울특별시 동작구 상도로 346-2","공공용","","39551","47940","Y","2021-05-31","서울특별시 동작구청","3190000","126.948272","37.494751","195425.599452","543922.803995"
"878","삼성래미안3차아파트","서울특별시 동작구 상도동 431","서울특별시 동작구 상도로53길 8","공공용","","1650","2000","Y","2021-05-31","서울특별시 동작구청","3190000","126.954053","37.500862","195937.198088","544600.804738"
"879","삼호아파트 지하주차장","서울특별시 동작구 상도동 408","서울특별시 동작구 상도로 407","공공용","","498","603","Y","2021-05-31","서울특별시 동작구청","3190000","126.957771","37.493919","196265.596700","543830.004770"
"880","건영아파트","서울특별시 동작구 상도동 414","서울특별시 동작구 만양로 26","공공용","","10801","13092","Y","2021-05-31","서울특별시 동작구청","3190000","126.949543","37.507632","195538.797901","545352.404050"
"881","장승배기역","서울특별시 동작구 상도동 26-20","서울특별시 동작구 상도로 지하 188","공공용","","9100","11030","Y","2021-05-31","서울특별시 동작구청","3190000","126.938747","37.504665","194584.004110","545023.604013"
"882","청화병원","서울특별시 동작구 노량진동 311-8","서울특별시 동작구 장승배기로 108","공공용","","583","706","Y","2021-05-31","서울특별시 동작구청","3190000","126.940242","37.507141","194716.401866","545298.404241"
"883","대방동주민센터","서울특별시 동작구 대방동 350-8","서울특별시 동작구 여의대방로44길 20","공공용","","231","280","Y","2021-05-31","서울특별시 동작구청","3190000","126.926325","37.508150","193485.998422","545411.203885"
"884","유한양행","서울특별시 동작구 대방동 49-6","서울특별시 동작구 노량진로 74","공공용","","17266","20928","Y","2021-05-31","서울특별시 동작구청","3190000","126.934027","37.512720","194167.267083","545917.960329"
"885","성원아파트","서울특별시 동작구 대방동 500","서울특별시 동작구 여의대방로44길 9","공공용","","2069","2507","Y","2021-05-31","서울특별시 동작구청","3190000","126.925917","37.509732","193450.001089","545586.804063"
"886","보라매코오롱하늘채아파트","서울특별시 동작구 대방동 509","서울특별시 동작구 여의대방로24다길 40","공공용","","5616","6807","Y","2021-05-31","서울특별시 동작구청","3190000","126.922879","37.498514","193180.396813","544342.003845"
"887","솔표빌딩","서울특별시 동작구 대방동 339-1","서울특별시 동작구 노량진로 26","공공용","","8727","10578","Y","2021-05-31","서울특별시 동작구청","3190000","126.928927","37.512952","193716.397148","545944.004454"
"888","사당1동주민센터","서울특별시 동작구 사당동 1004-52","서울특별시 동작구 동작대로17길 28","공공용","","591","716","Y","2021-05-31","서울특별시 동작구청","3190000","126.978771","37.483072","198122.401403","542625.604635"
"889","한국엔지니어링진흥협회","서울특별시 동작구 사당동 1049-1","서울특별시 동작구 남부순환로 2017","공공용","","803","973","Y","2021-05-31","서울특별시 동작구청","3190000","126.972790","37.476202","197593.197940","541863.204660"
"890","사당역","서울특별시 동작구 사당동 588-44","서울특별시 동작구 동작대로 지하 3","공공용","","28490","34533","Y","2021-05-31","서울특별시 동작구청","3190000","126.981595","37.476863","198372.001138","541936.404817"
"891","쌍립빌딩","서울특별시 동작구 사당동 1008-22","서울특별시 동작구 동작대로 59","공공용","","12226","14819","Y","2021-05-31","서울특별시 동작구청","3190000","126.981485","37.482001","198362.401145","542506.594270"
"892","삼성아파트","서울특별시 동작구 사당동 1037-9","서울특별시 동작구 사당로26길 130-6","공공용","","5270","6387","Y","2021-05-31","서울특별시 동작구청","3190000","126.977647","37.478034","198022.802943","542066.404656"
"893","르메이에르아파트","서울특별시 동작구 사당동 1141","서울특별시 동작구 사당로20길 119","공공용","","4824","5847","Y","2021-05-31","서울특별시 동작구청","3190000","126.973617","37.478433","197666.400671","542110.803862"
"894","동작역 4호선","서울특별시 동작구 동작동 327-1","서울특별시 동작구 현충로 257","공공용","","1031","1249","Y","2021-05-31","서울특별시 동작구청","3190000","126.980267","37.502870","198255.202849","544822.804717"
"895","사당신동아아파트5단지","서울특별시 동작구 사당동 1137-1","서울특별시 동작구 동작대로29길 118","공공용","","10024","12150","Y","2021-05-31","서울특별시 동작구청","3190000","126.977150","37.491041","197979.201827","543510.004298"
"896","사당동삼성아파트","서울특별시 동작구 사당동 1140","서울특별시 동작구 동작대로35아길 14","공공용","","2174","2635","Y","2021-05-31","서울특별시 동작구청","3190000","126.979958","37.493103","198227.596555","543738.803796"
"897","이수역 7호선","서울특별시 동작구 사당동 144-4","서울특별시 동작구 사당로 지하 310","공공용","","18757","22735","Y","2021-05-31","서울특별시 동작구청","3190000","126.981023","37.485015","198321.597381","542841.203796"
"898","사당2동주민센터","서울특별시 동작구 사당동 105-12","서울특별시 동작구 동작대로29길 52","공공용","","231","280","Y","2021-05-31","서울특별시 동작구청","3190000","126.979253","37.488713","198165.196568","543251.603811"
"899","사당극동아파트","서울특별시 동작구 사당동 105","서울특별시 동작구 동작대로29길 119","공공용","","10479","12701","Y","2021-05-31","서울특별시 동작구청","3190000","126.976055","37.490889","197882.404334","543493.203856"
"900","사당우성아파트2단지","서울특별시 동작구 사당동 105","서울특별시 동작구 동작대로29길 91","공공용","","6497","7875","Y","2021-05-31","서울특별시 동작구청","3190000","126.976296","37.488020","197903.601911","543174.803862"
"901","총신대역 4호선","서울특별시 동작구 사당동 736-1","서울특별시 동작구 동작대로 지하 117","공공용","","2640","3200","Y","2021-05-31","서울특별시 동작구청","3190000","126.982198","37.487553","198425.597821","543122.804678"
"902","동작역 9호선","서울특별시 동작구 동작동 326","서울특별시 동작구 현충로 지하 220","공공용","","15955","19339","Y","2021-05-31","서울특별시 동작구청","3190000","126.977938","37.503067","198049.202277","544844.804818"
"903","대림아파트","서울특별시 동작구 사당동 169-8","서울특별시 동작구 사당로17길 52","공공용","","360","436","Y","2021-05-31","서울특별시 동작구청","3190000","126.973148","37.487429","197625.201942","543109.204384"
"904","현대아파트","서울특별시 동작구 사당동 169-32","서울특별시 동작구 사당로13길 86","공공용","","963","1167","Y","2021-05-31","서울특별시 동작구청","3190000","126.970502","37.487612","197391.204203","543129.603868"
"905","사당3동주민센터","서울특별시 동작구 사당동 169-12","서울특별시 동작구 사당로17길 86","공공용","","198","240","Y","2021-05-31","서울특별시 동작구청","3190000","126.972040","37.486686","197527.203331","543026.804120"
"906","경남아너스빌","서울특별시 동작구 사당동 1134","서울특별시 동작구 사당로9가길 82","공공용","","7550","9151","Y","2021-05-31","서울특별시 동작구청","3190000","126.967132","37.488281","197093.196005","543204.003816"
"907","사당롯데캐슬아파트","서울특별시 동작구 사당동 1149","서울특별시 동작구 사당로27길 181","공공용","","6578","7973","Y","2021-05-31","서울특별시 동작구청","3190000","126.971627","37.490553","197490.797644","543456.004437"
"908","삼성래미안아파트","서울특별시 동작구 사당동 1133","서울특별시 동작구 사당로23바길 9","공공용","","44480","53915","Y","2021-05-31","서울특별시 동작구청","3190000","126.969190","37.489608","197275.199144","543351.204048"
"909","롯데캐슬아파트","서울특별시 동작구 사당동 1132","서울특별시 동작구 사당로27길 190","공공용","","29117","35293","Y","2021-05-31","서울특별시 동작구청","3190000","126.971600","37.490960","197488.396961","543501.204566"
"910","남성역","서울특별시 동작구 사당동 산 25-33","서울특별시 동작구 사당로 지하 218","공공용","","4879","5913","Y","2021-05-31","서울특별시 동작구청","3190000","126.971706","37.484444","197497.598061","542778.003915"
"1","신풍두산위브센티움","서울특별시 영등포구 신길동 425번지 8호","서울특별시 영등포구 대방천로 155 (신길동 신풍두산위브센티움)","공공용","주차장","1290","100","Y","2020-09-18","관리소장","3180000","126.908211","37.499558","191883.468151","544459.018185"
"2","신길1동 신길자이아파트","서울특별시 영등포구 신길동 4938번지 신길자이아파트","서울특별시 영등포구 가마산로79길 19-0 (신길동)","공공용","주차장","5556",".","Y","2020-09-18","관리소장","3180000","126.916308","37.506592","192600.147670","545239.045267"
"3","삼성래미안 프레비뉴 아파트","서울특별시 영등포구 신길동 4945번지","서울특별시 영등포구 가마산로 442 (신길동 래미안프레비뉴)","공공용","주차장","46929.32","56884","Y","2020-09-18","관리소장","3180000","126.909527","37.504982","192000.419998","545060.904284"
"4","보라매 두산위브 아파트 지하주차장","서울특별시 영등포구 신길동 4497번지","서울특별시 영등포구 여의대방로9길 5 (신길동 보라매두산위브)","공공용","주차장","5779","7005","Y","2020-09-18","관리소장","3180000","126.914244","37.497412","192416.710001","544220.344278"
"5","신대림2차신동아파밀리에아파트","서울특별시 영등포구 대림동 1125번지","서울특별시 영등포구 디지털로 420 (대림동 신대림2차신동아파밀리에)","공공용","주차장","13556","1186","Y","2020-09-18","관리사무소장","3180000","126.904919","37.493405","191591.679943","543776.406310"
"6","우성2차아파트","서울특별시 영등포구 대림동 695번지","서울특별시 영등포구 도림로47길 1 (대림동)","공공용","주차장","1800","345","Y","2020-09-18","관리소장","3180000","126.899908","37.495612","191148.790000","544021.784280"
"7","진덕빌딩(지하주차장)","서울특별시 영등포구 당산동2가 160번지 2호","서울특별시 영등포구 선유동1로 22 (당산동2가 당산주차빌딩)","공공용","주차장","1017","1233","Y","2020-09-18","진덕산업 대표이사","3180000","126.892135","37.524008","190465.077904","547174.135363"
"8","영등포뉴타운지하상가","서울특별시 영등포구 영등포동3가 31번지","서울특별시 영등포구 영중로 지하 40 (영등포동3가 영등포뉴타운지하쇼핑몰)","공공용","상가","7383.28","8949","Y","2020-09-18","운영부장","3180000","126.904869","37.519867","191590.200000","546713.404284"
"9","서울남부고용노동지청","서울특별시 영등포구 양평동1가 115번지","서울특별시 영등포구 선유로 120 (양평동1가 노동부 남부지청)","공공용","주차장","6267.24","7597","Y","2020-09-18","고용관리과장","3180000","126.890992","37.524758","190364.090004","547257.514281"
"10","영등포세무서(지하주차장)","서울특별시 영등포구 당산동3가 552번지 1호","서울특별시 영등포구 선유동1로 38 (당산동3가 영등포세무서)","공공용","주차장","1655.54","2007","Y","2020-09-18","세무서장","3180000","126.892778","37.525294","190522.044663","547316.841767"
"11","영등포구청별관(A동 지하층)","서울특별시 영등포구 당산동3가 560번지","서울특별시 영등포구 선유동1로 80 (당산동3가 영등포구청별관)","공공용","주차장","737.84","894","Y","2020-09-18","영등포구청장","3180000","126.894467","37.528620","190671.759067","547685.806561"
"12","7호선대림역","서울특별시 영등포구 대림동 1050번지 17호","서울특별시 영등포구 도림로 지하 137 (대림동 대림역)","공공용","지하철역","9357","11341","Y","2020-09-18","역장","3180000","126.896612","37.492743","190856.970001","543703.724284"
"13","순영웰라이빌","서울특별시 영등포구 영등포동 648번지","서울특별시 영등포구 영등포로62길 42 (영등포동)","공공용","주차장","5404","6550","Y","2020-09-18","관리사무실","3180000","126.913539","37.516542","192356.337349","546343.590117"
"14","대우이안(아)12 (101동~104동 지하)","서울특별시 영등포구 양평동3가 54번지","서울특별시 영등포구 선유로33길 18 (양평동3가 양평동 대우이안2)","공공용","주차장","4310","5224","Y","2020-09-18","관리소장","3180000","126.889506","37.527093","190233.020005","547516.814281"
"15","신동아하이팰리스 (전동 지하)","서울특별시 영등포구 양평동2가 1번지 1호","서울특별시 영등포구 선유서로 67 (양평동2가 신동아하이팰리스)","공공용","주차장","17840.79","21625","Y","2020-09-18","관리소장","3180000","126.884455","37.522093","189785.900002","546962.484286"
"16","래미안에스티움","서울특별시 영등포구 신길동 2039번지","서울특별시 영등포구 신풍로 77 (신길동 래미안에스티움)","공공용","주차장","87849.09","8266","Y","2020-09-18","관리소장","3180000","126.911545","37.500420","192178.330003","544554.374279"
"17","쌍용플래티넘시티1단지","서울특별시 영등포구 도림동 820번지","서울특별시 영등포구 도영로7길 15 (도림동 쌍용플래티넘시티1단지)","공공용","주차장","9770.77","11843","Y","2020-09-18","관리소장","3180000","126.893624","37.509357","190594.800963","545548.003761"
"18","영등포제1스포츠센터","서울특별시 영등포구 신길동 426번지 3호","서울특별시 영등포구 신풍로 1 (신길동 영등포제1스포츠센터)","공공용","주차장","2333","2700","Y","2020-09-18","관리팀장","3180000","126.906305","37.500542","191715.040001","544568.414284"
"19","브라운스톤 아파트","서울특별시 영등포구 영등포동7가 202번지","서울특별시 영등포구 버드나루로12가길 13 (영등포동7가 브라운스톤 영등포아파트)","공공용","주차장","4320","500","Y","2020-09-18","관리소장","3180000","126.911451","37.524184","192172.559998","547191.884289"
"20","영등포아트자이아파트","서울특별시 영등포구 도림동 821번지","서울특별시 영등포구 도영로 66 (도림동 영등포아트자이아파트)","공공용","주차장","42778.83","51852","Y","2020-09-18","관리소장","3180000","126.900177","37.510395","191174.289999","545662.514288"
"21","반도유보라팰리스(전동 지하1층~지하2층)","서울특별시 영등포구 당산동4가 96번지","서울특별시 영등포구 국회대로 597 (당산동4가 당산동 반도유보라팰리스)","공공용","주차장","8932","10827","Y","2020-09-18","관리소장","3180000","126.900791","37.527913","191230.640003","547606.694287"
"22","삼성래미안4차(아)(전동 지하1층~지하2층)","서울특별시 영등포구 당산동5가 42번지","서울특별시 영등포구 당산로 214 (당산동5가 당산 삼성 래미안)","공공용","주차장","24565","29776","Y","2020-09-18","관리소장","3180000","126.902834","37.532931","191411.829998","548163.514288"
"23","지하철7호선보라매역","서울특별시 동작구 대방동 466번지 51호","서울특별시 동작구 상도로 지하 2 (대방동 7호선 보라매역)","공공용","지하철역","9266","11232","Y","2020-09-18","역장","3180000","126.920486","37.499911","192968.930303","544497.219943"
"24","두산위브아파트","서울특별시 영등포구 영등포동 649번지","서울특별시 영등포구 신길로60나길 9 (영등포동 두산위브)","공공용","주차장","11179","13550","Y","2020-09-18","관리사무실","3180000","126.912441","37.514770","192259.066147","546146.965900"
"25","신대림자이아파트","서울특별시 영등포구 대림동 1121번지","서울특별시 영등포구 시흥대로173길 13 (대림동 신대림자이)","공공용","주차장","21176.83","25667","Y","2020-09-18","관리소장","3180000","126.902342","37.486551","191362.966704","543015.888890"
"26","한솔솔파크아파트","서울특별시 영등포구 대림동 1123번지","서울특별시 영등포구 도림천로 431 (대림동 新 대림 한솔 솔파크)","공공용","주차장","7890.9","9564","Y","2020-09-18","관리소장","3180000","126.899687","37.487676","191128.350003","543141.014276"
"27","여의동주민자치센터","서울특별시 영등포구 여의도동 53번지 22호","서울특별시 영등포구 국제금융로 124 (여의도동 여의동주민센터)","공공용","주차장","391","848","Y","2020-09-18","동장","3180000","126.934614","37.517678","194219.578768","546468.168246"
"28","신길7동주민센터","서울특별시 영등포구 신길동 897번지 3호","서울특별시 영등포구 여의대방로43길 10 (신길동 신길7동주민센터)","공공용","주차장","380","461","Y","2020-09-18","신길7동장","3180000","126.921514","37.506369","193060.437840","545213.865182"
"29","문래힐스테이트","서울특별시 영등포구 문래동3가 94번지","서울특별시 영등포구 문래로 82 (문래동3가 문래힐스테이트)","공공용","주차장","39702.45","48124","Y","2020-09-18","관리소장","3180000","126.891035","37.519194","190367.195681","546640.003888"
"30","삼성래미안아파트 지하주차장 (102동)","서울특별시 영등포구 신길동 4934번지","서울특별시 영등포구 가마산로79길 7 (신길동)","공공용","주차장","9364","11350","Y","2020-09-18","삼성래미안아파트관리소장","3180000","126.914598","37.505140","192448.789997","545077.994285"
"31","삼성래미안아파트 지하주차장(106동)","서울특별시 영등포구 신길동 4934번지","서울특별시 영등포구 가마산로79길 7 (신길동 삼성래미안아파트)","공공용","주차장","7589","9196","Y","2020-09-18","삼성래미안아파트관리소장","3180000","126.914598","37.505140","192448.789997","545077.994285"
"32","영등포아트홀(지하층)","서울특별시 영등포구 당산동3가 3번지","서울특별시 영등포구 국회대로 596 (당산동3가 영등포구민회관)","공공용","주차장","707.2","857","Y","2020-09-18","구의회의장","3180000","126.900109","37.526009","191170.180003","547395.454285"
"33","지하철7호선신풍역","서울특별시 영등포구 신길동 3599번지","서울특별시 영등포구 신풍로 지하 27 (신길동 신풍역)","공공용","지하철역","8662","10499","Y","2020-09-18","역장","3180000","126.909889","37.500119","192031.906593","544521.149647"
"34","9호선국회의사당역","서울특별시 영등포구 여의도동 1번지 6호","서울특별시 영등포구 국회대로 지하 758 (여의도동)","공공용","지하철역","11089","13441","Y","2020-09-18","역장","3180000","126.917886","37.528014","192741.704825","547616.494310"
"35","9호선여의도역","서울특별시 영등포구 여의도동 3번지","서울특별시 영등포구 여의나루로 지하 40 (여의도동 여의도역)","공공용","지하철역","9370","11357","Y","2020-09-18","역장","3180000","126.924485","37.521875","193324.472908","546934.653073"
"36","9호선샛강역","서울특별시 영등포구 여의도동 5번지 6호","서울특별시 영등포구 의사당대로 지하 166 (여의도동 샛강역)","공공용","지하철역","10298","12482","Y","2020-09-18","역장","3180000","126.929080","37.516630","193730.230000","546352.174289"
"37","지하철9호선선유도역","서울특별시 영등포구 양평동5가 66번지 1호","서울특별시 영등포구 양평로 지하 124 (양평동5가 선유도역)","공공용","지하철역","8733.1","10586","Y","2020-09-18","그룹장","3180000","126.893420","37.538151","190580.452454","548743.745885"
"38","지하철9호선당산역(지하)","서울특별시 영등포구 당산동6가 227번지 1호","서울특별시 영등포구 양평로 지하 40 (당산동6가 당산역)","공공용","지하철역","13714","8121","Y","2020-09-18","그룹장","3180000","126.902171","37.533741","191353.359996","548253.404287"
"39","당산푸르지오아파트","서울특별시 영등포구 영등포동8가 91번지","서울특별시 영등포구 영중로 154 (영등포동8가 당산 푸르지오)","공공용","주차장","31810.16","38558","Y","2020-09-18","관리소장","3180000","126.906067","37.531188","191697.369996","547969.784287"
"40","양평동우림이비지센터","서울특별시 영등포구 양평동3가 16번지","서울특별시 영등포구 양산로 43 (양평동3가 양평동우림 이 비지센타)","공공용","주차장","11026.8","13366","Y","2020-09-18","관리소장","3180000","126.887942","37.525744","190094.647751","547367.284410"
